@ref(networkElement)|@const(IpagDevice)class
@index(PE_Device)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|device_model|device_name|device_role|device_sub_role|device_type|ipaddress|loopback10_ipaddr|loopback_ipaddr|mcn|provision_status|ptnii|savpn_siteid|snmpcom_string|subscriber_name
12.82.16.16|12.82.16.16|12.82.16.16|||GFPIP|true|||||||12.82.16.16|12.82.16.16|||||340||
12.82.96.30|12.82.96.30|12.82.96.30|||GFPIP|true|||||||12.82.96.30|12.82.96.30|||||1169||
12.82.146.28|12.82.146.28|12.82.146.28|||GFPIP|true|||||||12.82.146.28|12.82.146.28|||||||
12.82.80.30|12.82.80.30|12.82.80.30|||GFPIP|true|||||||12.82.80.30|12.82.80.30|||||1113||
12.82.72.16|12.82.72.16|12.82.72.16|||GFPIP|true|||||||12.82.72.16|12.82.72.16|||||691||
12.82.148.5|12.82.148.5|12.82.148.5|||GFPIP|true|||||||12.82.148.5|12.82.148.5|||||||
12.82.146.10|12.82.146.10|12.82.146.10|||GFPIP|true|||||||12.82.146.10|12.82.146.10|||||||
12.82.74.30|12.82.74.30|12.82.74.30|||GFPIP|true|||||||12.82.74.30|12.82.74.30|||||829||
12.123.67.23|12.123.67.23|12.123.67.23|EGS-CFO|EGS|||||phlpa303me1||||||||||||
12.82.8.28|12.82.8.28|12.82.8.28|||GFPIP|true|||||||12.82.8.28|12.82.8.28|||||291||
135.184.219.44|135.184.219.44|135.184.219.44|EGS-CFO|EGS|||||bltmmdegs01-c6513||||||||||||
12.82.60.27|12.82.60.27|12.82.60.27|||GFPIP|true|||||||12.82.60.27|12.82.60.27|||||974||
12.123.70.110|12.123.70.110|12.123.70.110|EGS-CFO|EGS|||||ormfl308me1||||||||||||
12.123.70.76|12.123.70.76|12.123.70.76|EGS-CFO|EGS|||||cl2oh305me1||||||||||||
10.0.38.1|10.0.38.1|10.0.38.1|EGS-CFO|EGS|||||react301me1||||||||||||
165.87.148.2|165.87.148.2|165.87.148.2|EGS-CFO|EGS|||||LS3CA002CR1||||||||||||
12.122.124.26|12.122.124.26|12.122.124.26|EGS-CFO|EGS|||||attga59ck4||||||||||||
12.123.67.102|12.123.67.102|12.123.67.102|EGS-CFO|EGS|||||sl9mo301me1||||||||||||
12.123.67.121|12.123.67.121|12.123.67.121|EGS-CFO|EGS|||||phmaz303me1||||||||||||
12.123.70.60|12.123.70.60|12.123.70.60|EGS-CFO|EGS|||||attga316me1||||||||||||
12.123.67.0|12.123.67.0|12.123.67.0|EGS-CFO|EGS|||||attga301me1||||||||||||
12.123.70.176|12.123.70.176|12.123.70.176|EGS-CFO|EGS|||||sd2ca306me1||||||||||||
12.82.114.23|12.82.114.23|12.82.114.23|||GFPIP|true|||||||12.82.114.23|12.82.114.23|||||3066||
165.87.162.6|165.87.162.6|165.87.162.6|EGS-CFO|EGS|||||GBLOND1006CR1||||||||||||
12.82.106.13|12.82.106.13|12.82.106.13|||GFPIP|true|||||||12.82.106.13|12.82.106.13|||||3069||
12.123.70.228|12.123.70.228|12.123.70.228|EGS-CFO|EGS|||||sj2ca305me1||||||||||||
12.82.109.3|12.82.109.3|12.82.109.3|||GFPIP|true|||||||12.82.109.3|12.82.109.3|||||3036||
12.122.125.118|12.122.125.118|12.122.125.118|EGS-CFO|EGS|||||phlpa46ck4||||||||||||
165.87.254.126|165.87.254.126|165.87.254.126|EGS-CFO|EGS|||||GBMNCH1001ER1||||||||||||
135.184.219.145|135.184.219.145|135.184.219.145|EGS-CFO|EGS|||||rlghncegs01-c6513||||||||||||
165.87.251.87|165.87.251.87|165.87.251.87|EGS-CFO|EGS|||||KRSEOL2001ER1||||||||||||
12.82.16.98|12.82.16.98|12.82.16.98|||GFPIP|true|||||||12.82.16.98|12.82.16.98|||||||
12.82.80.13|12.82.80.13|12.82.80.13|||GFPIP|true|||||||12.82.80.13|12.82.80.13|||||519||
12.123.70.102|12.123.70.102|12.123.70.102|EGS-CFO|EGS|||||n54ny309me1||||||||||||
135.184.209.203|135.184.209.203|135.184.209.203|EGS-CFO|EGS|||||mplsmnegs02-c6513||||||||||||
12.123.45.243|12.123.45.243|12.123.45.243|EGS-CFO|EGS|||||st6wa33ck||||||||||||
165.87.147.1|165.87.147.1|165.87.147.1|EGS-CFO|EGS|||||SFFCA001CR1||||||||||||
165.87.254.47|165.87.254.47|165.87.254.47|EGS-CFO|EGS|||||NLRTRD1001ER1||||||||||||
10.0.40.156|10.0.40.156|10.0.40.156|||OEW-SROUTER|true||CISCO 2821|ORMFL52NM9|||NM9|12.122.126.201||10.0.40.156||PROV|||cbbsnmp|
10.0.38.42|10.0.38.42|10.0.38.42|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFLMA8F1|IPAG1||JUNIPER MX SERIES|10.204.241.71|12.122.129.111|10.0.38.42||IN-SERVICE|ORMFL324IA1|||
12.123.80.220|12.123.80.220|12.123.80.220|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAHUBIP|IPAG1||JUNIPER MX SERIES|12.122.123.34|12.122.128.148|12.123.80.220||IN-SERVICE|SNPCA333IA1|||
10.0.36.3|10.0.36.3|10.0.36.3|||OEW-VPLS|true||JUNIPER MX960|WBHFL301VR1|||VR1|10.0.32.94|10.0.35.89|10.0.36.3||PROV|||cbbsnmp|
12.123.80.228|12.123.80.228|12.123.80.228|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAHUY2S|IPAG1||JUNIPER MX SERIES|12.122.123.42|12.122.128.156|12.123.80.228||IN-SERVICE|SNPCA338IA1|||
10.144.0.154|10.144.0.154|10.144.0.154|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCA02W31|IPAG1||JUNIPER MX SERIES|192.168.112.43|10.144.10.154|10.144.0.154||IN-SERVICE|SNACA316IA1|||
10.204.241.9|10.204.241.9|10.204.241.9|ETHERNET-NFO|IPAG|SROUTER|true|B|3560V2-24|ORLDFLMAHAE|||CISCO 3500 SERIES|192.168.112.104||10.204.241.9||IN-SERVICE|ORMFL61HU4|||
10.204.242.50|10.204.242.50|10.204.242.50|ETHERNET-NFO|IPAG|SROUTER|true|S|3560V2-24|CRCYNVMAA70|||CISCO 3500 SERIES|10.204.242.50||10.204.242.50||IN-SERVICE|CRCNV61HU4|||
12.80.72.93|12.80.72.93|12.80.72.93|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMA8IP|IPAG1||JUNIPER MX SERIES|10.204.247.101|12.123.75.190|12.80.72.93||IN-SERVICE|RLFNC342IA1|||
12.80.72.55|12.80.72.55|12.80.72.55|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAI20|IPAG1||JUNIPER MX SERIES|10.204.247.53|12.123.75.142|12.80.72.55||IN-SERVICE|RLFNC325IA1|||
143.0.68.207|143.0.68.207|143.0.68.207|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|ANHMCAGTO03|IPAG2||JUNIPER MX SERIES|10.204.243.81|12.122.131.71|143.0.68.207||IN-SERVICE|ANBCA304IA2|||
143.0.24.95|143.0.24.95|143.0.24.95|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMCS6A|IPAG1||JUNIPER MX SERIES|10.204.243.234|12.122.131.221|143.0.24.95||IN-SERVICE|DYCFL315IA3|||
149.0.3.148|149.0.3.148|149.0.3.148|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAO97|IPAG1||JUNIPER MX SERIES|143.1.33.42|147.0.0.41|149.0.3.148||IN-SERVICE|DYAFL371IA1|||
12.80.72.121|12.80.72.121|12.80.72.121|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|ORLDFL2589P|IPAG1||JUNIPER MX SERIES|10.204.247.130|12.123.75.219|12.80.72.121||IN-SERVICE|OROFL301IA1|||
143.0.68.117|143.0.68.117|143.0.68.117|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|CRCYNVMAM08|IPAG2||JUNIPER MX SERIES|10.204.242.239|12.122.130.230|143.0.68.117||IN-SERVICE|CRCNV329IA2|||
12.123.67.100|12.123.67.100|12.123.67.100|EGS-CFO|EGS|||||dvmco303me1||||||||||||
12.122.125.16|12.122.125.16|12.122.125.16|EGS-CFO|EGS|||||la2ca49ck4||||||||||||
12.122.8.160|12.122.8.160|12.122.8.160|||GFPIP|true|||OK3CA82CRS|||BR|12.122.8.160|12.122.8.160|||||||
12.122.8.165|12.122.8.165|12.122.8.165|||GFPIP|true|||SJ2CA83CRS|||BR|12.122.8.165|12.122.8.165|||||||
10.0.37.64|10.0.37.64|10.0.37.64|EGS-CFO|EGS|||||reapa301me1||||||||||||
165.87.177.2|165.87.177.2|165.87.177.2|EGS-CFO|EGS|||||GBPOLE1002CR1||||||||||||
12.123.70.50|12.123.70.50|12.123.70.50|EGS-CFO|EGS|||||nw2nj306me1||||||||||||
165.87.103.153|165.87.103.153|165.87.103.153|EGS-CFO|EGS|||||FRPARI3082CR1||||||||||||
12.122.127.135|12.122.127.135|12.122.127.135|EGS-CFO|EGS|||||rlgnc38ck4||||||||||||
165.87.184.1|165.87.184.1|165.87.184.1|EGS-CFO|EGS|||||BEBRSL1001CR1||||||||||||
10.0.36.23|10.0.36.23|10.0.36.23|||OEW-VPLS|true||JUNIPER MX960|SFFCA313VR1|||VR1|149.2.128.13|143.0.96.131|10.0.36.23||PROV|||cbbsnmp|
12.82.64.10|12.82.64.10|12.82.64.10|||GFPIP|true|||||||12.82.64.10|12.82.64.10|||||576||
12.82.117.5|12.82.117.5|12.82.117.5|||GFPIP|true|||||||12.82.117.5|12.82.117.5|||||||
12.82.84.17|12.82.84.17|12.82.84.17|||GFPIP|true|||||||12.82.84.17|12.82.84.17|||||635||
12.82.8.70|12.82.8.70|12.82.8.70|||GFPIP|true|||||||12.82.8.70|12.82.8.70|||||818||
12.82.70.10|12.82.70.10|12.82.70.10|||GFPIP|true|||||||12.82.70.10|12.82.70.10|||||132||
12.82.70.20|12.82.70.20|12.82.70.20|||GFPIP|true|||||||12.82.70.20|12.82.70.20|||||662||
12.82.118.11|12.82.118.11|12.82.118.11|||GFPIP|true|||||||12.82.118.11|12.82.118.11|||||919||
12.82.32.27|12.82.32.27|12.82.32.27|||GFPIP|true|||||||12.82.32.27|12.82.32.27|||||358||
12.82.74.19|12.82.74.19|12.82.74.19|||GFPIP|true|||||||12.82.74.19|12.82.74.19|||||177||
12.82.104.22|12.82.104.22|12.82.104.22|||GFPIP|true|||||||12.82.104.22|12.82.104.22|||||947||
12.82.104.25|12.82.104.25|12.82.104.25|||GFPIP|true|||||||12.82.104.25|12.82.104.25|||||1001||
12.82.66.1|12.82.66.1|12.82.66.1|||GFPIP|true|||||||12.82.66.1|12.82.66.1|||||3103||
12.82.80.27|12.82.80.27|12.82.80.27|||GFPIP|true|||||||12.82.80.27|12.82.80.27|||||1015||
12.82.88.13|12.82.88.13|12.82.88.13|||GFPIP|true|||||||12.82.88.13|12.82.88.13|||||543||
12.82.0.84|12.82.0.84|12.82.0.84|||GFPIP|true|||||||12.82.0.84|12.82.0.84|||||1142||
12.82.122.14|12.82.122.14|12.82.122.14|||GFPIP|true|||||||12.82.122.14|12.82.122.14|||||||
12.82.56.12|12.82.56.12|12.82.56.12|||GFPIP|true|||||||12.82.56.12|12.82.56.12|||||||
12.82.88.25|12.82.88.25|12.82.88.25|||GFPIP|true|||||||12.82.88.25|12.82.88.25|||||559||
12.82.16.81|12.82.16.81|12.82.16.81|||GFPIP|true|||||||12.82.16.81|12.82.16.81|||||1184||
12.82.16.99|12.82.16.99|12.82.16.99|||GFPIP|true|||||||12.82.16.99|12.82.16.99|||||||
12.82.90.31|12.82.90.31|12.82.90.31|||GFPIP|true|||||||12.82.90.31|12.82.90.31|||||||
12.82.24.22|12.82.24.22|12.82.24.22|||GFPIP|true|||||||12.82.24.22|12.82.24.22|||||198||
12.82.0.44|12.82.0.44|12.82.0.44|||GFPIP|true|||||||12.82.0.44|12.82.0.44|||||808||
12.82.78.25|12.82.78.25|12.82.78.25|||GFPIP|true|||||||12.82.78.25|12.82.78.25|||||632||
12.82.88.31|12.82.88.31|12.82.88.31|||GFPIP|true|||||||12.82.88.31|12.82.88.31|||||623||
12.82.40.105|12.82.40.105|12.82.40.105|||GFPIP|true|||||||12.82.40.105|12.82.40.105|||||3047||
12.82.40.8|12.82.40.8|12.82.40.8|||GFPIP|true|||||||12.82.40.8|12.82.40.8|||||403||
12.122.125.52|12.122.125.52|12.122.125.52|EGS-CFO|EGS|||||nw2nj34ck4||||||||||||
12.123.70.83|12.123.70.83|12.123.70.83|EGS-CFO|EGS|||||spfmo302me1||||||||||||
12.122.83.32|12.122.83.32|12.122.83.32|EGS-CFO|EGS|||||phmaz33ck4||||||||||||
12.123.67.82|12.123.67.82|12.123.67.82|EGS-CFO|EGS|||||sc1ca301me1||||||||||||
165.87.246.182|165.87.246.182|165.87.246.182|EGS-CFO|EGS|||||CATORO2002ER1||||||||||||
12.122.125.83|12.122.125.83|12.122.125.83|EGS-CFO|EGS|||||fldfl33ck4||||||||||||
12.122.125.133|12.122.125.133|12.122.125.133|EGS-CFO|EGS|||||phmaz40ck4||||||||||||
12.123.70.231|12.123.70.231|12.123.70.231|EGS-CFO|EGS|||||nwrla307me1||||||||||||
12.122.125.64|12.122.125.64|12.122.125.64|EGS-CFO|EGS|||||ormfl35ck4||||||||||||
165.87.245.62|165.87.245.62|165.87.245.62|EGS-CFO|EGS|||||ARBNAR2001CR1||||||||||||
12.123.70.244|12.123.70.244|12.123.70.244|EGS-CFO|EGS|||||sc1ca307me1||||||||||||
135.184.229.147|135.184.229.147|135.184.229.147|EGS-CFO|EGS|||||nsvltnegs01-c6513||||||||||||
12.122.120.1|12.122.120.1|12.122.120.1|EGS-CFO|EGS|||||nwrla33ck4||||||||||||
135.184.194.190|135.184.194.190|135.184.194.190|EGS-CFO|EGS|||||kscymoegs01-c6513||||||||||||
10.144.0.138|10.144.0.138|10.144.0.138|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNJSCA02N01|IPAG2||JUNIPER MX SERIES|10.204.246.129|10.144.10.138|10.144.0.138||IN-SERVICE|SNACA306IA2|||
12.80.72.110|12.80.72.110|12.80.72.110|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMA34K|IPAG1||JUNIPER MX SERIES|10.204.247.118|12.123.75.207|12.80.72.110||IN-SERVICE|RLFNC346IA1|||
12.80.72.18|12.80.72.18|12.80.72.18|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|RLGHNCMAH02|IPAG1||JUNIPER MX SERIES|10.204.247.8|12.123.75.95|12.80.72.18||IN-SERVICE|RLFNC303IA1|||
143.0.24.201|143.0.24.201|143.0.24.201|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNJSCA020XW|IPAG2||JUNIPER MX SERIES|10.204.243.245|12.122.132.81|143.0.24.201||IN-SERVICE|SNACA321IA2|||
12.82.40.126|12.82.40.126|12.82.40.126|||GFPIP|true|||||||12.82.40.126|12.82.40.126|||||||
143.0.24.61|143.0.24.61|143.0.24.61|ETHERNET-NFO|IPAG|IPAG|true|S|MX960|SNFCCA060AW|IPAG2||JUNIPER MX SERIES|10.204.243.200|12.122.131.187|143.0.24.61||IN-SERVICE|SANCA304IA2|||
12.82.32.18|12.82.32.18|12.82.32.18|||GFPIP|true|||||||12.82.32.18|12.82.32.18|||||378||
12.82.8.46|12.82.8.46|12.82.8.46|||GFPIP|true|||||||12.82.8.46|12.82.8.46|||||666||
12.82.96.14|12.82.96.14|12.82.96.14|||GFPIP|true|||||||12.82.96.14|12.82.96.14|||||616||
143.0.68.230|143.0.68.230|143.0.68.230|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|GSVLFLANH01|IPAG2||JUNIPER MX SERIES|10.204.243.104|12.122.131.94|143.0.68.230||IN-SERVICE|GSHFL301IB1|||
143.0.68.44|143.0.68.44|143.0.68.44|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVMAW72|IPAG1||JUNIPER MX SERIES|143.1.33.31|147.0.0.31|143.0.68.44||IN-SERVICE|CRCNV374IA1|||
143.0.68.36|143.0.68.36|143.0.68.36|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAH12|IPAG1||JUNIPER MX SERIES|143.1.33.23|147.0.0.23|143.0.68.36||IN-SERVICE|DYAFL336IA1|||
149.8.0.30|149.8.0.30|149.8.0.30|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|SNJSCAHUR1A|IPAG1||JUNIPER MX SERIES|12.122.123.31|12.122.128.145|149.8.0.30||IN-SERVICE|SNPCA330IA1|||
149.9.0.18|149.9.0.18|149.9.0.18|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAD3W|IPAG1||JUNIPER MX SERIES|10.204.241.167|12.122.129.202|149.9.0.18||IN-SERVICE|DYAFL367IA1|||
148.0.131.253|148.0.131.253|148.0.131.253|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|RENONVYAPLR|IPAG1||JUNIPER MX SERIES|10.204.241.36|12.122.129.79|148.0.131.253||IN-SERVICE|REANV311IA1|||
150.0.0.196|150.0.0.196|150.0.0.196|ETHERNET-NFO|IPAG|IPAG|true|B|MX480|DYBHFLMAGZ1|IPAG1||JUNIPER MX SERIES|10.204.241.227|12.122.130.6|150.0.0.196||IN-SERVICE|DYAFL388IA1|||
149.8.0.161|149.8.0.161|149.8.0.161|||OEW-VPLS|true||JUNIPER MX960|SLKUT305VR1|||VR1|149.2.128.3|143.0.96.121|149.8.0.161||CAPPED|||cbbsnmp|
12.123.70.113|12.123.70.113|12.123.70.113|EGS-CFO|EGS|||||dtrmi306me1||||||||||||
12.122.126.128|12.122.126.128|12.122.126.128|EGS-CFO|EGS|||||cl2oh36ck4||||||||||||
12.123.70.142|12.123.70.142|12.123.70.142|EGS-CFO|EGS|||||fldfl306me1||||||||||||
12.123.70.189|12.123.70.189|12.123.70.189|EGS-CFO|EGS|||||gr2ca301me1||||||||||||
12.122.83.98|12.122.83.98|12.122.83.98|EGS-CFO|EGS|||||n54ny38ck4||||||||||||
12.122.125.115|12.122.125.115|12.122.125.115|EGS-CFO|EGS|||||pitpa32ck4||||||||||||
12.123.67.230|12.123.67.230|12.123.67.230|EGS-CFO|EGS|||||nwrla301me1||||||||||||
165.87.103.176|165.87.103.176|165.87.103.176|EGS-CFO|EGS|||||GRATHN1001CR1||||||||||||
12.82.114.4|12.82.114.4|12.82.114.4|||GFPIP|true|||||||12.82.114.4|12.82.114.4|||||3005||
165.87.133.4|165.87.133.4|165.87.133.4|EGS-CFO|EGS|||||HKHNKN1004CR1||||||||||||
165.87.242.216|165.87.242.216|165.87.242.216|EGS-CFO|EGS|||||RUMSCW2001ER1||||||||||||
12.82.8.71|12.82.8.71|12.82.8.71|||GFPIP|true|||||||12.82.8.71|12.82.8.71|||||3024||
135.184.198.84|135.184.198.84|135.184.198.84|EGS-CFO|EGS|||||chcgilegs02-c6513||||||||||||
165.87.251.195|165.87.251.195|165.87.251.195|EGS-CFO|EGS|||||SGSNGP2003ER1||||||||||||
12.123.137.127|12.123.137.127|12.123.137.127|EGS-CFO|EGS|||||phlpa33ck4||||||||||||
12.122.83.206|12.122.83.206|12.122.83.206|EGS-CFO|EGS|||||dlstx48ck4||||||||||||
12.122.8.119|12.122.8.119|12.122.8.119|||GFPIP|true|||CGCIL81CRS|||BR|12.122.8.119|12.122.8.119|||||||
12.123.67.57|12.123.67.57|12.123.67.57|EGS-CFO|EGS|||||nwrla302me1||||||||||||
165.87.154.2|165.87.154.2|165.87.154.2|EGS-CFO|EGS|||||INBNGR2002CR1||||||||||||
165.87.103.136|165.87.103.136|165.87.103.136|EGS-CFO|EGS|||||PLWRSW1082CR1||||||||||||
12.123.70.17|12.123.70.17|12.123.70.17|EGS-CFO|EGS|||||okbil304me1||||||||||||
143.0.68.22|143.0.68.22|143.0.68.22|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|DYBHFLMAJ85|IPAG2||JUNIPER MX SERIES|143.1.33.13|147.0.0.13|143.0.68.22||IN-SERVICE|DYAFL320IA2|||
143.0.68.243|143.0.68.243|143.0.68.243|ETHERNET-NFO|IPAG|IPAG|true|B|MX960|GSVLFLANH03|IPAG2||JUNIPER MX SERIES|10.204.243.117|12.122.131.107|143.0.68.243||IN-SERVICE|GSHFL306IA2|||
12.122.8.35|12.122.8.35|12.122.8.35|||GFPIP|true|||SD2CA21CRS|||BR|12.122.8.35|12.122.8.35|||||||
12.122.8.24|12.122.8.24|12.122.8.24|||GFPIP|true|||ST6WA22CRS|||BR|12.122.8.24|12.122.8.24|||||||
12.122.123.145|12.122.123.145|12.122.123.145|||GFPIP|true|||DLSTX301RR5|||RR|12.122.123.145|12.122.123.145|||||||
8.8.0.242|8.8.0.242|8.8.0.242|ETHERNET-NFO|IPAG|IPAG|true|S|MX480|CRCYNVAASH1|IPAG1||JUNIPER MX SERIES|12.81.162.14|12.123.76.156|8.8.0.242||IN-SERVICE|CRDNV349IA1|||
12.122.248.85|12.122.248.85|12.122.248.85|||GFPIP|true|||BGTMO401ME2|||ROUTER|12.122.248.85|12.122.248.85|||||||
12.122.8.21|12.122.8.21|12.122.8.21|||GFPIP|true|||HS1TX21CRS|||BR|12.122.8.21|12.122.8.21|||||||
165.87.253.153|165.87.253.153|165.87.253.153|||GFPIP|true|||FIHLSK1001ME2|||AR|165.87.253.153|165.87.253.153|||||||
12.82.82.15|12.82.82.15|12.82.82.15|||GFPIP|true|||||||12.82.82.15|12.82.82.15|||||344||
12.82.0.122|12.82.0.122|12.82.0.122|||GFPIP|true|||||||12.82.0.122|12.82.0.122|||||||
12.82.24.20|12.82.24.20|12.82.24.20|||GFPIP|true|||||||12.82.24.20|12.82.24.20|||||191||
12.82.88.15|12.82.88.15|12.82.88.15|||GFPIP|true|||||||12.82.88.15|12.82.88.15|||||545||
12.82.80.24|12.82.80.24|12.82.80.24|||GFPIP|true|||||||12.82.80.24|12.82.80.24|||||842||
12.82.16.31|12.82.16.31|12.82.16.31|||GFPIP|true|||||||12.82.16.31|12.82.16.31|||||116||
12.82.102.17|12.82.102.17|12.82.102.17|||GFPIP|true|||||||12.82.102.17|12.82.102.17|||||206||
12.82.80.10|12.82.80.10|12.82.80.10|||GFPIP|true|||||||12.82.80.10|12.82.80.10|||||237||
12.82.94.7|12.82.94.7|12.82.94.7|||GFPIP|true|||||||12.82.94.7|12.82.94.7|||||498||
12.82.40.85|12.82.40.85|12.82.40.85|||GFPIP|true|||||||12.82.40.85|12.82.40.85|||||584||
12.82.24.64|12.82.24.64|12.82.24.64|||GFPIP|true|||||||12.82.24.64|12.82.24.64|||||1078||
12.82.60.1|12.82.60.1|12.82.60.1|||GFPIP|true|||||||12.82.60.1|12.82.60.1|||||||
12.82.95.219|12.82.95.219|12.82.95.219|||GFPIP|true|||||||12.82.95.219|12.82.95.219|||||||
12.82.8.32|12.82.8.32|12.82.8.32|||GFPIP|true|||||||12.82.8.32|12.82.8.32|||||690||
12.82.16.80|12.82.16.80|12.82.16.80|||GFPIP|true|||||||12.82.16.80|12.82.16.80|||||1173||
12.82.90.5|12.82.90.5|12.82.90.5|||GFPIP|true|||||||12.82.90.5|12.82.90.5|||||248||
12.82.40.94|12.82.40.94|12.82.40.94|||GFPIP|true|||||||12.82.40.94|12.82.40.94|||||892||
12.82.66.18|12.82.66.18|12.82.66.18|||GFPIP|true|||||||12.82.66.18|12.82.66.18|||||260||
12.123.70.105|12.123.70.105|12.123.70.105|EGS-CFO|EGS|||||mmptn305me1||||||||||||
165.87.125.161|165.87.125.161|165.87.125.161|EGS-CFO|EGS|||||CNBJNG1082CR1||||||||||||
12.122.126.19|12.122.126.19|12.122.126.19|EGS-CFO|EGS|||||sl9mo40ck4||||||||||||
12.122.126.24|12.122.126.24|12.122.126.24|EGS-CFO|EGS|||||sl9mo47ck4||||||||||||
165.87.103.140|165.87.103.140|165.87.103.140|EGS-CFO|EGS|||||IEDUBL2001CR1||||||||||||
165.87.182.2|165.87.182.2|165.87.182.2|EGS-CFO|EGS|||||SESTKH1002CR1||||||||||||
165.87.181.1|165.87.181.1|165.87.181.1|EGS-CFO|EGS|||||NLRTRD1081CR1||||||||||||
12.123.21.234|12.123.21.234|12.123.21.234|EGS-CFO|EGS|||||attga33ck||||||||||||
12.123.70.190|12.123.70.190|12.123.70.190|EGS-CFO|EGS|||||gr2ca302me1||||||||||||
165.87.245.48|165.87.245.48|165.87.245.48|EGS-CFO|EGS|||||N54NY003CR1||||||||||||
12.123.67.175|12.123.67.175|12.123.67.175|EGS-CFO|EGS|||||okbil302me1||||||||||||
12.122.124.160|12.122.124.160|12.122.124.160|EGS-CFO|EGS|||||dvmco40ck4||||||||||||
165.87.103.168|165.87.103.168|165.87.103.168|EGS-CFO|EGS|||||TRISBL1001CR1||||||||||||
32.119.158.2|32.119.158.2|32.119.158.2|EGS-CFO|EGS|||||DESTTG2001ER1||||||||||||
12.123.71.19|12.123.71.19|12.123.71.19|EGS-CFO|EGS|||||pitpa306me1||||||||||||
12.82.126.128|12.82.126.128|12.82.126.128|||GFPIP|true|||||||12.82.126.128|12.82.126.128|||||3028||
12.123.70.8|12.123.70.8|12.123.70.8|EGS-CFO|EGS|||||spfmo301me1||||||||||||
12.123.71.8|12.123.71.8|12.123.71.8|EGS-CFO|EGS|||||ormfl312me1||||||||||||
12.122.124.25|12.122.124.25|12.122.124.25|EGS-CFO|EGS|||||atnga35ck4||||||||||||
12.122.124.106|12.122.124.106|12.122.124.106|EGS-CFO|EGS|||||cgcil56ck4||||||||||||
151.164.0.134|151.164.0.134|151.164.0.134|||GFPIP|true|||DA3TX82CRS|||BR|151.164.0.134|151.164.0.134|||||||
12.123.71.75|12.123.71.75|12.123.71.75|EGS-CFO|EGS|||||ltrar305me1||||||||||||
12.123.67.156|12.123.67.156|12.123.67.156|EGS-CFO|EGS|||||phmaz305me1||||||||||||
12.122.120.163|12.122.120.163|12.122.120.163|EGS-CFO|EGS|||||mpsmn38ck4||||||||||||
12.122.120.20|12.122.120.20|12.122.120.20|EGS-CFO|EGS|||||nwrla37ck4||||||||||||
12.123.71.105|12.123.71.105|12.123.71.105|EGS-CFO|EGS|||||santx307me1||||||||||||
12.122.8.169|12.122.8.169|12.122.8.169|||GFPIP|true|||GR2CA81CRS|||BR|12.122.8.169|12.122.8.169|||||||
165.87.186.3|165.87.186.3|165.87.186.3|EGS-CFO|EGS|||||ESBRCL1001CR1||||||||||||
12.123.71.83|12.123.71.83|12.123.71.83|EGS-CFO|EGS|||||anrak301me1||||||||||||
12.83.4.3|12.83.4.3|12.83.4.3|||GFPIP|true|||MIYFL81CRS|||BR|12.83.4.3|12.83.4.3|||||||
12.123.67.79|12.123.67.79|12.123.67.79|EGS-CFO|EGS|||||la2ca303me1||||||||||||
12.122.8.178|12.122.8.178|12.122.8.178|||GFPIP|true|||OCYOK82CRS|||BR|12.122.8.178|12.122.8.178|||||||
12.82.58.7|12.82.58.7|12.82.58.7|||GFPIP|true|||||||12.82.58.7|12.82.58.7|||||||
12.82.40.26|12.82.40.26|12.82.40.26|||GFPIP|true|||||||12.82.40.26|12.82.40.26|||||478||
12.82.104.12|12.82.104.12|12.82.104.12|||GFPIP|true|||||||12.82.104.12|12.82.104.12|||||889||
12.122.8.87|12.122.8.87|12.122.8.87|||GFPIP|true|||LA2CA83CRS|||BR|12.122.8.87|12.122.8.87|||||||
12.123.70.4|12.123.70.4|12.123.70.4|EGS-CFO|EGS|||||dlstx307me1||||||||||||
12.122.120.144|12.122.120.144|12.122.120.144|EGS-CFO|EGS|||||tlsok36ck4||||||||||||
